country,year,pop,gdp
Tajikistan,2007,7152385,4730.18825
Tanzania,2007,41923715,26544.27443
Thailand,2007,66195615,314054.0558
Togo,2007,5997385,2883.398218
Tonga,2007,102357,338.1995697
Trinidad & Tobago,2007,1309260,21694.52859
Tunisia,2007,10298087,39620.93175
Turkey,2007,69597281,740356.4724
Turkmenistan,2007,4870137,16993.51544
Tuvalu,2007,10243,31.70309483
Uganda,2007,30590487,16458.88597
Ukraine,2007,46509350,149760.7375
United Arab Emirates,2007,6044067,291686.7393
United Kingdom,2007,61322463,2507591.63
United States of America,2007,301231207,15055395.3
Uruguay,2007,3339741,33447.0787
Uzbekistan,2007,26868000,30766.11172
Vanuatu,2007,219953,627.0250866
Venezuela,2007,27691965,391665.6809
Vietnam,2007,84218500,97817.39366
World,2007,6680423047,63139783.56
Yemen,2007,21751605,26655.99128
Zambia,2007,12725974,15608.92312
Zimbabwe,2007,13329909,9728.41722
Afghanistan,2008,27294031,12144.48286
Albania,2008,2947314,11127.52047
Algeria,2008,34860715,153055.9564
Andorra,2008,83861,3675.94675
Angola,2008,21759420,77874.19651
Antigua & Barbuda,2008,92478,1403.863251
Argentina,2008,40382389,408876.7878
Armenia,2008,2908220,10554.38901
Australia,2008,21249200,1100462.922
Austria,2008,8321496,397946.651
Azerbaijan,2008,8763400,46113.89902
Bahamas,2008,348676,8129.378906
Bahrain,2008,1114590,24034.6294
Bangladesh,2008,148805814,103950.5174
Barbados,2008,277319,4621.819825
Belarus,2008,9527985,52987.94949
Belgium,2008,10709973,481869.6441
Belize,2008,306165,1342.587389
Benin,2008,8696916,6671.033591
Bhutan,2008,700950,1330.440106
Bolivia,2008,9599855,18257.96232
Bosnia & Herzegovina,2008,3763599,17536.87641
Botswana,2008,1946351,12754.00337
Brazil,2008,192979029,2056813.971
Brunei,2008,379252,13600.12417
Bulgaria,2008,7492561,52810.91067
Burkina Faso,2008,14689726,8042.347948
Burundi,2008,8212264,1887.463245
Cambodia,2008,13880509,10600.42524
Cameroon,2008,18907008,22441.25596
Canada,2008,33245773,1612771.324
Cape Verde,2008,491723,1661.358044
Central African Republic,2008,4345386,1894.90862
Chad,2008,11133861,9006.057734
Chile,2008,16661942,209752.043
China,2008,1324655000,5040346.605
Colombia,2008,44901544,271568.7827
Comoros,2008,657229,509.1453961
Congo,2008,4115435,10274.19413
"Congo, Dem. Republic",2008,60373608,18634.48366
Cook Islands,2008,,
Costa Rica,2008,4429508,35858.23919
Cote d'Ivoire,2008,19497986,23624.22472
Croatia,2008,4434508,65537.17579
Cuba,2008,11309754,61927.47492
Cyprus,2008,1081563,25685.0338
Czech Republic,2008,10384603,212668.7524
Denmark,2008,5493621,332390.3042
Djibouti,2008,822934,1038.328726
Dominica,2008,71074,496.331285
Dominican Republic,2008,9636520,49344.82707
Ecuador,2008,14447562,66808.36678
Egypt,2008,80953881,198881.9435
El Salvador,2008,6110301,21813.25614
Equatorial Guinea,2008,868418,17658.35989
Eritrea,2008,4232636,1994.276818
Estonia,2008,1337090,22351.46921
Ethiopia,2008,83184892,24444.15613
European Union (28),2008,497373970,17316386.17
Fiji,2008,843340,3093.253763
Finland,2008,5313399,262289.0193
France,2008,64374990,2674477.85
Gabon,2008,1536411,13390.52203
Gambia,2008,1588572,839.9204481
Georgia,2008,4030000,11368.95539
Germany,2008,82110097,3478602.265
Ghana,2008,23298640,28440.95895
Greece,2008,11077841,330947.6578
Grenada,2008,103930,829.8645797
Guatemala,2008,14006366,39975.17649
Guinea,2008,10323142,4659.054145
Guinea-Bissau,2008,1480841,784.4380398
Guyana,2008,746314,2095.143415
Haiti,2008,9705029,6798.211055
Honduras,2008,7872658,15650.16771
Hungary,2008,10038188,138468.1538
Iceland,2008,317414,14769.68777
India,2008,1197146906,1385018.195
Indonesia,2008,236159276,679403.0882
Iran,2008,72845542,428990.8578
Iraq,2008,29111417,125926.3244
Ireland,2008,4489544,227308.9844
Israel,2008,7308800,218757.4431
Italy,2008,58826731,2211022.534
Jamaica,2008,2790122,13995.30305
Japan,2008,128063000,5784079.008
Jordan,2008,6489822,24487.31638
Kazakhstan,2008,15674000,136339.0923
Kenya,2008,39148416,35718.10335
Kiribati,2008,98440,155.3304237
Korea (North),2008,24335146,
Korea (South),2008,49054708,1020509.644
Kuwait,2008,2652340,127219.5115
Kyrgyzstan,2008,5318700,4681.938961
Laos,2008,6052190,6109.448405
Latvia,2008,2177322,28824.32489
Lebanon,2008,4111047,31918.40796
Lesotho,2008,1999930,2199.88672
Liberia,2008,3662993,1157.051893
Libya,2008,6053078,71765.41711
Liechtenstein,2008,35541,
Lithuania,2008,3198231,42872.88858
Luxembourg,2008,488650,53056.3232
"Macedonia, FYR",2008,2067378,9134.22888
Madagascar,2008,19996469,9071.129494
Malawi,2008,14271234,6011.41688
Malaysia,2008,27111069,244552.6787
Maldives,2008,362000,2289.934843
Mali,2008,14138216,9677.529939
Malta,2008,409379,8655.099338
Marshall Islands,2008,52218,157.4784309
Mauritania,2008,3407541,4189.416274
Mauritius,2008,1244121,9276.625562
Mexico,2008,113661809,1049348.248
Micronesia,2008,104478,284.124877
Moldova,2008,3570108,5772.696091
Mongolia,2008,2628131,6846.094463
Montenegro,2008,616969,4281.888399
Morocco,2008,31596855,86135.22124
Mozambique,2008,22846758,8949.306941
Myanmar,2008,49479752,40874.96081
Namibia,2008,2106375,10608.24099
Nauru,2008,10047,39.91507506
Nepal,2008,26475859,14605.2515
Netherlands,2008,16445593,857112.9381
New Zealand,2008,4259800,144816.4898
Nicaragua,2008,5594506,8674.288797
Niger,2008,15228525,5314.826498
Nigeria,2008,150347390,320039.4723
Niue,2008,,
Norway,2008,4768212,432988.6356
Oman,2008,2759014,52730.81925
Pakistan,2008,163644603,169793.5714
Palau,2008,20228,195.715006
Panama,2008,3516268,26910.26184
Papua New Guinea,2008,6787187,8501.485047
Paraguay,2008,6047117,18442.94477
Peru,2008,28641980,134705.5212
Philippines,2008,90751864,183332.4196
Poland,2008,38125759,449944.6618
Portugal,2008,10558177,241041.5734
Qatar,2008,1389342,93450.54919
Romania,2008,20537875,182228.0254
Russian Federation,2008,142742350,1583002.663
Rwanda,2008,9708169,5063.249716
Saint Kitts & Nevis,2008,50332,743.6966766
Saint Lucia,2008,169220,1267.894316
Saint Vincent & Grenadines,2008,109165,719.9764991
Samoa,2008,183526,672.3168855
Sao Tome & Principe,2008,166913,180.7191891
Saudi Arabia,2008,25940770,513438.4071
Senegal,2008,12203957,12124.49674
Serbia,2008,7350222,40492.80512
Seychelles,2008,86956,925.6541587
Sierra Leone,2008,6165372,2373.039542
Singapore,2008,4839396,206400.7334
Slovakia,2008,5379233,90090.39769
Slovenia,2008,2021316,51437.28913
Solomon Islands,2008,504477,659.440615
Somalia,2008,11369276,
South Africa,2008,49557573,369966.6721
Spain,2008,45954106,1484441.419
Sri Lanka,2008,19817000,50721.10237
Sudan,2008,32955496,61441.55087
Suriname,2008,515148,4032.182695
Swaziland,2008,1158897,4210.638666
Sweden,2008,9219637,485978.1138
Switzerland,2008,7647675,576817.2914
Syria,2008,20325443,
Tajikistan,2008,7309728,5103.87302
Tanzania,2008,43270144,28021.88685
Thailand,2008,66545760,319473.5858
Togo,2008,6161796,2947.567675
Tonga,2008,103005,348.6655216
Trinidad & Tobago,2008,1315372,22430.06453
Tunisia,2008,10407336,41299.97841
Turkey,2008,70440032,746614.3461
Turkmenistan,2008,4935762,19491.56221
Tuvalu,2008,10340,34.2340356
Uganda,2008,31663896,17892.24951
Ukraine,2008,46258200,153205.2345
United Arab Emirates,2008,6894278,300996.9025
United Kingdom,2008,61806995,2491863.885
United States of America,2008,304093966,15011490.54
Uruguay,2008,3350824,35847.28945
Uzbekistan,2008,27302800,33535.06178
Vanuatu,2008,225340,667.4589332
Venezuela,2008,28141701,412337.2242
Vietnam,2008,85118700,103355.5907
World,2008,6763745673,64288534.57
Yemen,2008,22356391,27628.28708
Zambia,2008,13082517,16822.34454
Zimbabwe,2008,13558469,8009.508377
Afghanistan,2009,28004331,14697.33194
Albania,2009,2927519,11500.29241
Algeria,2009,35465760,155554.2028
Andorra,2009,84462,3535.599617
Angola,2009,22549547,79753.1994
Antigua & Barbuda,2009,93581,1234.900517
Argentina,2009,40799407,384677.3126
Armenia,2009,2888584,9060.944166
Australia,2009,21691700,1120402.84
Austria,2009,8343323,382828.3591
Azerbaijan,2009,8947243,50453.51839
Bahamas,2009,354856,7789.496094
Bahrain,2009,1185029,24645.0543
Bangladesh,2009,150454708,109194.9507
Barbados,2009,278470,4435.050984
Belarus,2009,9506765,53093.92538
Belgium,2009,10796493,470858.3792
Belize,2009,313929,1352.161618
Benin,2009,8944706,6825.749998
Bhutan,2009,714458,1419.010481
Bolivia,2009,9758748,18870.88235
Bosnia & Herzegovina,2009,3746561,17033.58888
Botswana,2009,1979882,11778.02747
Brazil,2009,194895996,2054224.996
Brunei,2009,383772,13360.14514
Bulgaria,2009,7444443,50582.43441
Burkina Faso,2009,15141099,8280.56345
Burundi,2009,8489031,1952.9285
Cambodia,2009,14090208,10609.61549
Cameroon,2009,19432541,22874.7875
Canada,2009,33628571,1565201.221
Cape Verde,2009,496963,1640.25172
Central African Republic,2009,4404230,1927.297142
Chad,2009,11502786,9385.90583
Chile,2009,16829442,206471.0188
China,2009,1331260000,5514129.769
Colombia,2009,45416181,276053.8749
Comoros,2009,673252,519.0737312
Congo,2009,4253712,11041.56116
"Congo, Dem. Republic",2009,62409435,19166.50937
Cook Islands,2009,,
Costa Rica,2009,4488263,35510.21766
Cote d'Ivoire,2009,19936366,24392.35546
Croatia,2009,4429078,60698.05295
Cuba,2009,11318602,62826.23173
Cyprus,2009,1098076,25229.77922
Czech Republic,2009,10443936,202371.788
Denmark,2009,5523095,316081.489
Djibouti,2009,836840,1090.583938
Dominica,2009,71229,490.5254143
Dominican Republic,2009,9767758,49811.7057
Ecuador,2009,14691275,67186.83056
Egypt,2009,82465022,208177.377
El Salvador,2009,6137276,21129.83451
Equatorial Guinea,2009,909111,17895.57458
Eritrea,2009,4310334,2071.58499
Estonia,2009,1334515,19060.34861
Ethiopia,2009,85416253,26595.86598
European Union (28),2009,498888886,16559303.84
Fiji,2009,851967,3050.380107
Finland,2009,5338871,240600.2444
France,2009,64707044,2595812.335
Gabon,2009,1586754,13407.97405
Gambia,2009,1639560,894.0927625
Georgia,2009,3978000,10953.977
Germany,2009,81902307,3283144.458
Ghana,2009,23903831,29819.13846
Greece,2009,11107017,316714.4805
Grenada,2009,104296,774.9780919
Guatemala,2009,14316208,40185.31584
Guinea,2009,10556524,4645.999835
Guinea-Bissau,2009,1517448,810.4160991
Guyana,2009,745693,2164.673351
Haiti,2009,9852870,7007.81674
Honduras,2009,8035021,15269.61387
Hungary,2009,10022650,129379.6106
Iceland,2009,318499,13744.08934
India,2009,1214270132,1502464.745
Indonesia,2009,239340478,710851.782
Iran,2009,73687565,438920.7548
Iraq,2009,29894652,130181.7516
Ireland,2009,4535375,216932.0694
Israel,2009,7485600,221532.7354
Italy,2009,59095365,2089813.086
Jamaica,2009,2804082,13388.91118
Japan,2009,128047000,5470748.522
Jordan,2009,6821116,25828.38411
Kazakhstan,2009,16092701,137975.1615
Kenya,2009,40237204,36899.27953
Kiribati,2009,100568,155.7802978
Korea (North),2009,24463021,
Korea (South),2009,49307835,1027729.852
Kuwait,2009,2818939,118217.3283
Kyrgyzstan,2009,5383300,4817.073517
Laos,2009,6152036,6567.765473
Latvia,2009,2141669,24693.15231
Lebanon,2009,4183156,35207.29685
Lesotho,2009,2019209,2247.212553
Liberia,2009,3811528,1218.37679
Libya,2009,6121053,71198.36853
Liechtenstein,2009,35766,
Lithuania,2009,3162916,36521.62885
Luxembourg,2009,497783,50743.80658
"Macedonia, FYR",2009,2069093,9101.472088
Madagascar,2009,20569121,8707.027002
Malawi,2009,14714602,6512.054307
Malaysia,2009,27605383,238375.7044
Maldives,2009,360000,2168.024404
Mali,2009,14606597,10130.34792
Malta,2009,412477,8441.986755
Marshall Islands,2009,52320,154.7864187
Mauritania,2009,3506288,4145.759133
Mauritius,2009,1247429,9584.152842
Mexico,2009,115505228,1000025.324
Micronesia,2009,103960,286.8580314
Moldova,2009,3565604,5426.334311
Mongolia,2009,2668289,6759.244981
Montenegro,2009,618294,4039.665505
Morocco,2009,31989897,89790.59099
Mozambique,2009,23524063,9517.718743
Myanmar,2009,49800690,45187.2729
Namibia,2009,2137040,10639.63831
Nauru,2009,10028,43.37160016
Nepal,2009,26741103,15267.31904
Netherlands,2009,16530388,824820.4922
New Zealand,2009,4302600,144375.7466
Nicaragua,2009,5666581,8388.673512
Niger,2009,15813913,5276.949262
Nigeria,2009,154402181,342232.3407
Niue,2009,,
Norway,2009,4828726,425963.2509
Oman,2009,2882942,55953.96619
Pakistan,2009,167049580,174601.5455
Palau,2009,20342,177.9528211
Panama,2009,3579385,27340.38438
Papua New Guinea,2009,6947447,9023.602246
Paraguay,2009,6127837,17711.55367
Peru,2009,29001507,136181.6562
Philippines,2009,92220879,185437.6815
Poland,2009,38151603,462634.0999
Portugal,2009,10568247,233863.104
Qatar,2009,1590780,104624.0212
Romania,2009,20367487,169350.2841
Russian Federation,2009,142785342,1459197.845
Rwanda,2009,9977446,5381.622837
Saint Kitts & Nevis,2009,50886,721.2367278
Saint Lucia,2009,171022,1263.35243
Saint Vincent & Grenadines,2009,109253,704.8637514
Samoa,2009,184826,639.9900596
Sao Tome & Principe,2009,170813,185.1039451
Saudi Arabia,2009,26661492,502865.3333
Senegal,2009,12550917,12418.29463
Serbia,2009,7320807,39231.06078
Seychelles,2009,87298,915.4234051
Sierra Leone,2009,6310260,2483.374322
Singapore,2009,4987573,205155.3355
Slovakia,2009,5386406,85205.20776
Slovenia,2009,2039669,47426.58143
Solomon Islands,2009,516079,628.2631038
Somalia,2009,11707990,
South Africa,2009,50255813,364276.2116
Spain,2009,46362946,1431390.273
Sri Lanka,2009,19968000,52516.07758
Sudan,2009,33650619,63433.3923
Suriname,2009,520619,4153.70053
Swaziland,2009,1180675,4276.537222
Sweden,2009,9298515,460781.8057
Switzerland,2009,7743831,564533.2836
Syria,2009,20824893,
Tajikistan,2009,7472819,5297.820245
Tanzania,2009,44664231,29530.12181
Thailand,2009,66881867,317266.8752
Togo,2009,6330472,3051.036045
Tonga,2009,103604,356.6841327
Trinidad & Tobago,2009,1321618,21445.2518
Tunisia,2009,10521834,42556.92217
Turkey,2009,71339185,711490.1282
Turkmenistan,2009,5007950,20680.54752
Tuvalu,2009,10441,32.71649168
Uganda,2009,32771895,19097.64955
Ukraine,2009,46053300,130530.8598
United Arab Emirates,2009,7666393,285215.8699
United Kingdom,2009,62276270,2384022.554
United States of America,2009,306771529,14594842.18
Uruguay,2009,3362755,37368.46709
Uzbekistan,2009,27767400,36251.40178
Vanuatu,2009,230785,689.5706182
Venezuela,2009,28587323,399132.9383
Vietnam,2009,86025000,108934.6196
World,2009,6847214549,63172836.59
Yemen,2009,22974929,28696.46007
Zambia,2009,13456417,18373.42332
Zimbabwe,2009,13810599,8707.074504
Afghanistan,2010,28803167,15936.80064
Albania,2010,2913021,11926.95326
Algeria,2010,36117637,161207.2687
Andorra,2010,84449,3346.516556
Angola,2010,23369131,82470.91312
Antigua & Barbuda,2010,94661,1147.942222
Argentina,2010,41223889,423627.4221
Armenia,2010,2877311,9260.284938
Australia,2010,22031750,1142876.773
Austria,2010,8363404,390211.8665
Azerbaijan,2010,9054332,52902.70338
Bahamas,2010,360832,7910
Bahrain,2010,1240862,25713.27128
Bangladesh,2010,152149102,115279.0775
Barbados,2010,279569,4446.8
Belarus,2010,9490583,57231.90454
Belgium,2010,10895586,483548.6934
Belize,2010,321608,1397.11345
Benin,2010,9199259,6970.240895
Bhutan,2010,727641,1585.472534
Bolivia,2010,9918242,19649.63131
Bosnia & Herzegovina,2010,3722084,17164.27981
Botswana,2010,2014866,12786.65437
Brazil,2010,196796269,2208871.646
Brunei,2010,388662,13707.37074
Bulgaria,2010,7395599,50610.03114
Burkina Faso,2010,15605217,8979.966766
Burundi,2010,8766930,2026.864469
Cambodia,2010,14308740,11242.2752
Cameroon,2010,19970495,23622.48398
Canada,2010,34005274,1613464.423
Cape Verde,2010,502384,1664.31077
Central African Republic,2010,4448525,1986.014846
Chad,2010,11887202,10657.70554
Chile,2010,16993354,218537.5512
China,2010,1337705000,6100620.357
Colombia,2010,45918097,287018.1846
Comoros,2010,689692,530.4933532
Congo,2010,4386693,12007.88059
"Congo, Dem. Republic",2010,64523263,20523.28537
Cook Islands,2010,,
Costa Rica,2010,4545280,37268.63529
Cote d'Ivoire,2010,20401331,24884.50503
Croatia,2010,4417781,59665.42746
Cuba,2010,11333051,64328
Cyprus,2010,1112607,25562.25166
Czech Republic,2010,10474410,207016.402
Denmark,2010,5547683,321995.3503
Djibouti,2010,851146,1128.6117
Dominica,2010,71440,493.8244074
Dominican Republic,2010,9897985,53954.579
Ecuador,2010,14934690,69555.367
Egypt,2010,84107606,218888.3245
El Salvador,2010,6164626,21418.33
Equatorial Guinea,2010,951104,16298.54203
Eritrea,2010,4390840,2117.039512
Estonia,2010,1331475,19490.93635
Ethiopia,2010,87702670,29933.79033
European Union (28),2010,500003350,16918190.37
Fiji,2010,859950,3140.508836
Finland,2010,5363352,247799.8158
France,2010,65027512,2646837.112
Gabon,2010,1640210,14358.5843
Gambia,2010,1692149,952.4290304
Georgia,2010,3926000,11638.53683
Germany,2010,81776930,3417094.563
Ghana,2010,24512104,32174.77296
Greece,2010,11121341,299361.5766
Grenada,2010,104677,771.0158889
Guatemala,2010,14630417,41338.59538
Guinea,2010,10794170,4735.956493
Guinea-Bissau,2010,1555880,846.3324564
Guyana,2010,746556,2259.288396
Haiti,2010,9999617,6622.541529
Honduras,2010,8194778,15839.34459
Hungary,2010,10000023,130255.6375
Iceland,2010,318041,13254.81833
India,2010,1230980691,1656617.073
Indonesia,2010,242524123,755094.1604
Iran,2010,74567511,467790.2159
Iraq,2010,30762701,138516.7226
Ireland,2010,4560155,221343.4837
Israel,2010,7623600,233754.7473
Italy,2010,59277417,2125058.27
Jamaica,2010,2817210,13192.22934
Japan,2010,128070000,5700098.115
Jordan,2010,7182390,26425.37944
Kazakhstan,2010,16321581,148047.3482
Kenya,2010,41350152,39999.65923
Kiribati,2010,102652,153.2759127
Korea (North),2010,24591599,
Korea (South),2010,49554112,1094499.339
Kuwait,2010,2998083,115419.0509
Kyrgyzstan,2010,5447900,4794.357795
Laos,2010,6246274,7127.79263
Latvia,2010,2097555,23757.36829
Lebanon,2010,4337141,38009.95025
Lesotho,2010,2040551,2394.097299
Liberia,2010,3948125,1292.6971
Libya,2010,6169140,74773.4449
Liechtenstein,2010,36003,5082.366478
Lithuania,2010,3097282,37120.51769
Luxembourg,2010,506953,53212.47681
"Macedonia, FYR",2010,2070739,9407.168702
Madagascar,2010,21151640,8729.936136
Malawi,2010,15167095,6959.697194
Malaysia,2010,28112289,255016.6092
Maldives,2010,367000,2323.401758
Mali,2010,15075085,10678.74947
Malta,2010,414508,8741.059603
Marshall Islands,2010,52425,164.7513
Mauritania,2010,3609543,4343.66512
Mauritius,2010,1250400,10003.67069
Mexico,2010,117318941,1051128.604
Micronesia,2010,103616,294.1172
Moldova,2010,3562045,5811.604052
Mongolia,2010,2712650,7189.481853
Montenegro,2010,619428,4139.192053
Morocco,2010,32409639,93216.74666
Mozambique,2010,24221405,10154.23825
Myanmar,2010,50155896,49540.81334
Namibia,2010,2173170,11282.19261
Nauru,2010,10025,49.24881057
Nepal,2010,27023137,16002.65643
Netherlands,2010,16615394,836389.9372
New Zealand,2010,4350700,146580.9493
Nicaragua,2010,5737723,8758.622329
Niger,2010,16425578,5718.589799
Nigeria,2010,158578261,369062.4646
Niue,2010,,
Norway,2010,4889252,428527.0647
Oman,2010,3041460,58641.62196
Pakistan,2010,170560182,177406.8545
Palau,2010,20470,183.8
Panama,2010,3643222,28917.2
Papua New Guinea,2010,7108239,9716.103409
Paraguay,2010,6209877,20030.52804
Peru,2010,29373646,147528.937
Philippines,2010,93726624,199590.7748
Poland,2010,38042794,479321.1289
Portugal,2010,10573100,238303.4434
Qatar,2010,1779676,125122.3063
Romania,2010,20246871,167998.0805
Russian Federation,2010,142849449,1524916.112
Rwanda,2010,10246842,5774.003744
Saint Kitts & Nevis,2010,51445,705.0153704
Saint Lucia,2010,172580,1241.892815
